_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,QC_%Q30_R1_NUM,QC_%Q30_R2_NUM,QC_%mapped_reads_NUM,QC_H2O_NUM,QC_RQN_NUM,QC_gcorr_BOOL,QC_gcorr_NUM_ARRAY,QC_gcorr_threshold_NUM,QC_input_rRNA_depletion_ng_NUM,QC_input_rRNA_depletion_ng_uL_NUM,QC_input_rRNA_depletion_uL_NUM,QC_library_conc_nM_NUM,QC_mapped_reads_BOOL,QC_mapped_reads_NUM,QC_nmap_BOOL,QC_nmap_NUM,QC_nmap_threshold_NUM,QC_total_RNA_conc_ng_ul_NUM,QC_trimmed_reads_R1_NUM,QC_trimmed_reads_R2_NUM,QC_volume_for_pooling_NUM,Strain_input_state,output_files
5bee125189f10442ca0f7eb3,sample.ginkgo.30832357.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,535ccc2c121779f4372c18674f316cda2b53afef,"Escherichia_coli_Nissle_WT | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Escherichia_coli_Nissle_WT,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9895006726880656,0.9740246855378892,0.9954,,,True,NA,0.8,,,,,True,11984902.0,True,4851376.0,500000.0,,6007242,6007242,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832358.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,9e6b4e3431bf6621d46bded78436264321799ed6,"EcN_SensorArrayOnly | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_SensorArrayOnly,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9900272312396012,0.976203971238724,0.9959,,,True,NA,0.8,,,,,True,11250245.0,True,3959309.0,500000.0,,5629931,5629931,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832359.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,674b3a00ec02f62d3c18b5839712b637f96eef20,"EcN_NOTgate_PsrA | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_PsrA,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9888192571122464,0.9779239965371443,0.9947,,,True,NA,0.8,,,,,True,6678036.0,True,2777185.0,500000.0,,3345216,3345216,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832360.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,8bf9e7ded9f8019c1b05f9aee878ceb38d6b5ce9,"EcN_NOTgate_HlyIIR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_HlyIIR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.989417757616068,0.9757265878637068,0.9982,,,False,NA,0.8,,,,,True,13611365.0,True,5891252.0,500000.0,,6779187,6779187,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832361.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,a9656320700cc351a13abc4cf0983d22704259d4,"EcN_NOTgate_BM3R1 | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_BM3R1,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9890225995368821,0.9708613911960452,0.9972,,,True,NA,0.8,,,,,True,10184256.0,True,4257069.0,500000.0,,5092007,5092007,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832362.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,44e68aaafbbc6497302c3e54623b701449201e9b,"EcN_NOTgate_AmtR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_AmtR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9892057094622212,0.9776405796880472,0.9972,,,True,NA,0.8,,,,,True,4718067.0,True,1823899.0,500000.0,,2361063,2361063,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832363.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,a698d242e530f73d36669125cb69466d805727f5,"EcN_NOTgate_QacR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_QacR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9890915264351968,0.9775478741920935,0.9982,,,True,NA,0.8,,,,,True,5837847.0,True,2431772.0,500000.0,,2915715,2915715,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832364.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,19b5f5a952739650b5cbd3fce58d11b120c818c0,"EcN_NOTgate_LitR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_LitR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9888229481549912,0.9784141870676902,0.9986,,,True,NA,0.8,,,,,True,3422661.0,True,1416639.0,500000.0,,1710290,1710290,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832365.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,f5aa37a0850ad77185e70b0e404ce8f474ebed6c,"EcN_NOTgate_AmeR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_AmeR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9909565672778056,0.9638476048238106,0.9983,,,True,NA,0.8,,,,,True,4138247.0,True,1729183.0,500000.0,,2062270,2062270,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832366.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,2c684368a4f31ef7a33af014ad0d7d8310314ec9,"EcN_NOTgate_IcaR | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_IcaR,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9889699802983511,0.9791913707192658,0.9978,,,True,NA,0.8,,,,,True,10641039.0,True,4039930.0,500000.0,,5303617,5303617,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.30832367.experiment.ginkgo.42587,NovelChassis-EcN-WT-1,experiment.ginkgo.42587,ginkgo,1,844815a5d63556fdbd98706f9ae14b5a5398a9ac,"EcN_NOTgate_BetI | 37.0 | [23.0] | {""Dextrose (D-Glucose)"": [0.208], ""Modified M9 Media"": [0.52], ""e1599 (Sterile Milli Q Water)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",EcN_NOTgate_BetI,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.208|%', 'Modified M9 Media|0.52|X', 'e1599 (Sterile Milli Q Water)|NA|NA']",37.0,celsius,23.0,hour,0.9897770852645178,0.9755127352205649,0.9978,,,False,NA,0.8,,,,,True,4350331.0,True,1753174.0,500000.0,,2170516,2170516,,,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/pOo2yElljo5ZrVrQGglDWj18/YlrO29p5JrP0pAg5BK6KZkj5/experiment.ginkgo.42587_ReadCountMatrix_preCAD_transposed.csv']"
