_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,QC_%Q30_R1_NUM,QC_%Q30_R2_NUM,QC_%mapped_reads_NUM,QC_H2O_NUM,QC_RQN_NUM,QC_gcorr_BOOL,QC_gcorr_NUM_ARRAY,QC_gcorr_threshold_NUM,QC_input_rRNA_depletion_ng_NUM,QC_input_rRNA_depletion_ng_uL_NUM,QC_input_rRNA_depletion_uL_NUM,QC_library_conc_nM_NUM,QC_mapped_reads_BOOL,QC_mapped_reads_NUM,QC_nmap_BOOL,QC_nmap_NUM,QC_nmap_threshold_NUM,QC_total_RNA_conc_ng_ul_NUM,QC_trimmed_reads_R1_NUM,QC_trimmed_reads_R2_NUM,QC_volume_for_pooling_NUM,Strain_input_state,container,28S_18S_ratio,RQN,sequenced_sample_id,output_files
5bee125189f10442ca0f7eb3,sample.ginkgo.22178726.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9465888538826498,0.9909966020369666,0.9945,,8.2,True,[0.90762465 0.95347904],0.8,,,,,True,9676859,True,4114989.0,500000.0,,4858499,4858499,,,449553.0,1.1,8.2,22409523.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178726.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9465888538826498,0.9909966020369666,0.9945,,8.2,True,[0.90762465 0.95347904],0.8,,,,,True,9676859,True,4114989.0,500000.0,,4858499,4858499,,,449553.0,1.1,8.2,22409523.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178727.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9437089802287176,0.9907931680103268,0.9938,,8.3,True,[0.90762465 0.98517562],0.8,,,,,True,9148493,True,3891594.0,500000.0,,4597021,4597021,,,449553.0,1.1,8.3,22409531.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178727.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9437089802287176,0.9907931680103268,0.9938,,8.3,True,[0.90762465 0.98517562],0.8,,,,,True,9148493,True,3891594.0,500000.0,,4597021,4597021,,,449553.0,1.1,8.3,22409531.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178728.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9440918497989048,0.990484017611831,0.9936,,8.1,True,[0.95347904 0.98517562],0.8,,,,,True,8796456,True,3740339.0,500000.0,,4419302,4419302,,,449553.0,1.1,8.1,22409539.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178728.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,3,c16b70043e0dc208e25b0f10ab3bccb857f2e618,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [0.10074813], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|0.10074813|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9440918497989048,0.990484017611831,0.9936,,8.1,True,[0.95347904 0.98517562],0.8,,,,,True,8796456,True,3740339.0,500000.0,,4419302,4419302,,,449553.0,1.1,8.1,22409539.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178729.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,0de335626fc42291715be9f40a3788f5e954a80e,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9483608158847792,0.9911624706314516,0.9975,,9.3,True,[0.99577709 0.99601854],0.8,,,,,True,13014270,True,5670890.0,500000.0,,6489936,6489936,,,449553.0,1.8,9.3,22409547.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178729.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,1,0de335626fc42291715be9f40a3788f5e954a80e,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9483608158847792,0.9911624706314516,0.9975,,9.3,True,[0.99577709 0.99601854],0.8,,,,,True,13014270,True,5670890.0,500000.0,,6489936,6489936,,,449553.0,1.8,9.3,22409547.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178730.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,0de335626fc42291715be9f40a3788f5e954a80e,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9443936711628004,0.991081677106738,0.9957,,9.2,True,[0.99577709 0.99521593],0.8,,,,,True,12437822,True,5682143.0,500000.0,,6207333,6207333,,,449553.0,1.7,9.2,22409555.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
5bee125189f10442ca0f7eb3,sample.ginkgo.22178730.experiment.ginkgo.29649,NovelChassis-Bacillus-WT-Characterization,experiment.ginkgo.29649,ginkgo,2,0de335626fc42291715be9f40a3788f5e954a80e,"Bacillus subtilis 168 Marburg | 30.0 | [22.0] | {""Dextrose (D-Glucose)"": [1.089277], ""Modified M9 Media"": [1.0], ""e3257 (1X LB)"": [""""], ""e4070 (25% Glycerol w/v)"": [""""]} | RNA_SEQ | NO_STANDARD_TYPE",Bacillus subtilis 168 Marburg,,,,Modified M9 Media,,,,"['Dextrose (D-Glucose)|1.089277|%', 'Modified M9 Media|1.0|X', 'e3257 (1X LB)|NA|NA', 'e4070 (25% Glycerol w/v)|NA|NA']",30.0,celsius,22.0,hour,0.9443936711628004,0.991081677106738,0.9957,,9.2,True,[0.99577709 0.99521593],0.8,,,,,True,12437822,True,5682143.0,500000.0,,6207333,6207333,,,449553.0,1.7,9.2,22409555.0,"['/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_QC_and_metadata.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM_transposed.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_FPKM.csv', '/products/v2/1068bfdb0f2a53f1a97eb08c946ee732/LYLlJkEDvKNJelyV9oNW9Wx8/6pDrrRNPEG5lxDzP0Eo3v6ZZ/experiment.ginkgo.29649_ReadCountMatrix_preCAD_TPM.csv']"
